screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,recommended_action,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason
PUBMED_0323,32806330,Epithelial basement membrane of human decellularized cornea as a suitable substrate for differentiation of embryonic stem cells into corneal epithelial-like cells.,"The ability to decellularize and recellularize the corneas deemed unsuitable for transplantation may increase the number of available grafts. Decellularized corneas (DCs) may provide a natural microenvironment for cell adhesion and differentiation. Despite this, no study to date has evaluated their efficacy as a substrate for the induction of stem cell differentiation into corneal cells. The present study aimed to compare the efficiency of NaCl and NaCl plus nucleases methods to decellularize whole human corneas, and to investigate the effect of epithelial basement membrane (EBM) of whole DCs on the ability of human embryonic stem cells (hESCs) to differentiate into corneal epithelial-like cells when cultured in animal serum-free differentiation medium. As laminin is the major component of EBM, we also investigated its effect on hESCs differentiation. The decellularization efficiency and integrity of the extracellular matrix (ECM) obtained were investigated by histology, electron microscopy, DNA quantification, immunofluorescence, and nuclear staining. The ability of hESCs to differentiate into corneal epithelial-like cells when seeded on the EBM of DCs or laminin-coated wells was evaluated by immunofluorescence and RT-qPCR analyses. NaCl treatment alone, without nucleases, was insufficient to remove cellular components, while NaCl plus nucleases treatment resulted in efficient decellularization and preservation of the ECM. Unlike cells induced to differentiate on laminin, hESCs differentiated on DCs expressed high levels of corneal epithelial-specific markers, keratin 3 and keratin 12. It was demonstrated for the first time that the decellularized matrices had a positive effect on the differentiation of hESCs towards corneal epithelial-like cells. Such a strategy supports the potential applications of human DCs and hESCs in corneal epithelium tissue engineering.",2020,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111215,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; membrane; decellularized; corneal epithelial; corneal epithelium; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0328,32840522,Ciprofloxacin-loaded bioadhesive hydrogels for ocular applications.,"The management of corneal infections often requires complex therapeutic regimens involving the prolonged and high-frequency application of antibiotics that provide many challenges to patients and impact compliance with the therapeutic regimens. In the context of severe injuries that lead to tissue defects (e.g. corneal lacerations) topical drug regimens are inadequate and suturing is often indicated. There is thus an unmet need for interventions that can provide tissue closure while concurrently preventing or treating infection. In this study, we describe the development of an antibacterial bioadhesive hydrogel loaded with micelles containing ciprofloxacin (CPX) for the management of corneal injuries at risk of infection. The in vitro release profile showed that the hydrogel system can release CPX, a broad-spectrum antibacterial drug, for up to 24 h. Moreover, the developed CPX-loaded hydrogels exhibited excellent antibacterial properties against Staphylococcus aureus and Pseudomonas aeruginosa, two bacterial strains responsible for the most ocular infections. Physical characterization, as well as adhesion and cytocompatibility tests, were performed to assess the effect of CPX loading in the developed hydrogel. Results showed that CPX loading did not affect stiffness, adhesive properties, or cytocompatibility of hydrogels. The efficiency of the antibacterial hydrogel was assessed using an ex vivo model of infectious pig corneal injury. Corneal tissues treated with the antibacterial hydrogel showed a significant decrease in bacterial colony-forming units (CFU) and a higher corneal epithelial viability after 24 h as compared to non-treated corneas and corneas treated with hydrogel without CPX. These results suggest that the developed adhesive hydrogel system presents a promising suture-free solution to seal corneal wounds while preventing infection.",2020,Biomaterials science,10.1039/d0bm00935k,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; corneal epithelial; rat; ex vivo,Add to core candidate,Manual check,"Likely relevant, but reconstruction/regeneration signal is not strong enough for automatic addition."
PUBMED_0345,33033763,Collagen-based scaffolds with infused anti-VEGF release system as potential cornea substitute for high-risk keratoplasty: A preliminary in vitro evaluation.,"Currently the only widely accepted corneal blindness treatment is human donor cornea transplantation. However, increasing shortage of donor corneas as well as high risk of rejection in some corneal diseases remain two major problems, which limit the success of corneal transplantation. Corneal neovascularization is considered as one of the main risk factors of graft failure. Different cell-free biosynthetic scaffolds fabricated from collagens or collagen-like peptides are being tested as donor cornea substitutes (DCS). Here, we report for the first-time composite biosynthetic DCS with integrated sustained release system of anti-VEGF drug, bevacizumab and their preliminary in vitro validation. We have tethered gold nanoparticles with bevacizumab and integrated into a collagen-based cell-free hydrogel scaffold. Developed grafts preserved good optical properties and were confirmed not toxic to human corneal epithelial cells. Bevacizumab has been shown to constantly releasing from the DCS up to 3 weeks and preserved its anti-angiogenic properties. These results provide background for further use of infused composite biosynthetic DCS with integrated nanosystem of bevacizumab sustained release in corneal disease accompanied by neovascularisation where conventional corneal transplantation might fail.",2020,Heliyon,10.1016/j.heliyon.2020.e05105,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; hydrogel; collagen; corneal epithelial; epithelial cell; rat; transplantation; keratoplasty,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0358,33205604,Opening the Soul Window Manually: Limbal Tissue Scaffolds with Electrospun Polycaprolactone/Gelatin Nanocomposites.,"Restricted by the difficulty in fabricating scaffolds suitable for cell proliferation, the use of ex vivo expanded limbal stem cell (LSC) for LSC transplantation, an effective treatment method for patients with limb stem cell deficiency (LSCD), is hard to be widely used in clinical practice. To tackle these challenges, a novel electrospun polycaprolactone (PCL)/gelatin nanocomposite is proposed to make 3D scaffolds for limbal niche cells (LNC) proliferation in vitro, which is a milestone in the treatment of diseases such as LSCD. PCL and gelatin in different weight ratios are dissolved in a mixed solvent, and then electrospinning and cross-linking are performed to prepare a scaffold for cell proliferation. The characterizations of the nanocomposites indicate that the gelatin content has a significant effect on its micro-morphology, thermal properties, crystallinity, degradation temperature, hydrophilicity, and mechanical properties. P8G2-C (PCL: gelatin = 80: 20, cross-linked), with smooth fibers and homogeneous pores, has better hydrophilicity, mechanical properties, and flexibility, so it can support LNC as cell proliferation assays revealed. This detailed investigation presented here demonstrates the feasibility of using PCL/gelatin nanocomposites electrospun fiber membranes as a limbus tissue engineering scaffold, which undoubtedly provide a new perspective for the development of tissue engineering field.",2021,Macromolecular bioscience,10.1002/mabi.202000300,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; membrane; limbal; limbal stem; lsc; rat; ex vivo; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0375,33438666,Piezoelectric 3D bioprinting for ophthalmological applications: process development and viability analysis of the technology.,"Piezoelectric inkjet 3D bioprinting technology is a viable technique for ophthalmological applications. It provides versatility, high sensibility and accuracy, required in ophthalmological procedures. A process flow for biofabrication was described in detail and validated, using piezoelectric inkjet technology, for ophthalmological applications, in vitro and in situ, based on complex images. Ophthalmological problems were documented by diagnostic examinations and were fed to the flow as complex images. The Concept Mapping methodology and the Conceptual Design approach were utilized to elaborate the 3D bioprinting process flow. It was developed a bioink with corneal epithelial cells. To simulate an in situ bioprinting process, eyes of pigs were selected as the substrate to print the cells. Print scripts used the digitally treated images. In order to print on predefined locations, alignment devices and sample holders were built. The proposed process flow has shown to be a potential tool for the biofabrication of ophthalmological solutions.",2020,Biomedical physics & engineering express,10.1088/2057-1976/ab7bf9,D3_full_thickness_multilayer,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; corneal epithelial; epithelial cell; rat,Add to core candidate,Exclude/background,Insufficient epithelial/limbal scaffold/carrier reconstruction benchmarking signal.
PUBMED_0376,33442494,"Development of a Platelet Lysate-Based Printable, Transparent Biomaterial With Regenerative Potential for Epithelial Corneal Injuries.","PURPOSE: To develop a human platelet lysate (hPL)-based bioink that is transparent and also encompasses the regenerative properties of hPL to facilitate wound healing. METHODS: The effect of different batches of hPLand fetal bovine serum (FBS) on corneal epithelial cell growth and scratch assay was first examined using Incucyte Zoom. Various combinations of human fibrinogen (concentration range from 0.2 to 5 mg/mL) and thrombin (concentration from 1 to 10 U/mL) were combined with hPL to generate nine types of potential bioink. Rheology, transparency, and cell compatibility of bioinks were assessed and compared. The final selected bioink was used in an ex vivo corneal model to examine its ability in re-epithelization. RESULTS: No significant difference was detected in cell proliferation and wound healing tests between different hPL batches at the same concentration. Scratch assay data showed that hPL had significantly higher effect on wound healing than FBS. Comparing across the nine bioinks, bioink 5 consisting of 10% hPL, 2 mg/mL fibrinogen, and 5 U/mL thrombin demonstrated all required mechanical and cellular properties and was able to regenerate the full-thickness epithelium ex vivo. CONCLUSIONS: The results showed that a transparent and adhesive bioink can be generated by combining hPL, fibrinogen, and thrombin together. The bioink can be directly applied to a human cornea to promote corneal re-epithelization with huge potential applications in corneal injuries. TRANSLATIONAL RELEVANCE: The developed transparent hPL-based ink with its adhesive and healing ability showed that it could be used as a new treatment option for corneal injuries.",2020,Translational vision science & technology,10.1167/tvst.9.13.40,D3_full_thickness_multilayer,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,corneal epithelial; epithelial cell; wound healing; transparency; rat; ex vivo,Add to core candidate,Exclude/background,Insufficient epithelial/limbal scaffold/carrier reconstruction benchmarking signal.
PUBMED_0399,33659413,Isolation and ex vivo Expansion of Human Limbal Epithelial Progenitor Cells.,"Limbal stem cell transplantation has been used successfully to treat patients with limbal stem cell deficiency all over the world. However, long term clinical results often proved less satisfactory due to the low quality of the graft or inadequate properties of transplanted cells. To enhance the ex vivo expansion of human limbal epithelial stem or progenitor cells (LEPC) by preserving stem cell phenotype and to improve subsequent transplantation efficiency, cell-matrix interactions ex vivo should mimic the condition in vivo. The laminin isoforms preferentially expressed in the limbal niche can be used as a culture matrix for epithelial tissue engineering. We recently published the expansion of LEPC on various laminin isoforms and observed that laminin alpha 5-derived matrices support the efficient expansion of LEPC compared to tissue culture plates and other laminin isoforms by preserving stem/progenitor cell phenotype. Here, we describe an optimized protocol for the isolation of LEPC from cadaveric corneal limbal tissue by collagenase digestion and efficient expansion of LEPC using recombinant human laminin-511 E8 fragment (LN-511E8) as culture substrate.",2020,Bio-protocol,10.21769/BioProtoc.3754,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; collagen; limbal; limbal stem; rat; ex vivo; in vivo,Add to core candidate,Exclude/background,Cell isolation/expansion protocol; not scaffold/carrier benchmarking.
PUBMED_0426,34033392,Mucous Membrane Graft.,"It is important to understand the anatomy of the conjunctiva when considering the reconstruction and replacement of the conjunctiva. The human conjunctiva is an epithelial layer that is a non-keratinized stratified squamous and stratified columnar epithelium. The conjunctiva has goblet cells. The conjunctiva is a complex structure that contains lymphatic channels, blood vessels, fibrous tissue, melanocytes, T- and B-cell lymphocytes, accessory lacrimal glands, and Langerhans cells. Glands of Krause are found within the deep fibrous layer of the conjunctiva and the goblet cells, which are greatest in the fornices, secrete mucin. The conjunctiva contributes to the protection of the eye with the production of mucus and tears. It provides mechanical protection to the eye and assists in the free movement of the globe and the eyelids. The conjunctiva lines the tarsus (or palpebral conjunctiva), where it lines the eyelid margin of the tarsus and the Tenon's capsule. The flexibility of the forniceal conjunctiva is important in the free movement of the globe and the eyelids. Loss or scarring of the conjunctiva from injury or disease can result in eyelid malposition, restriction of ocular movement with double vision, and dryness. When replacing the injured conjunctiva, materials such as amniotic membrane, hard palate grafts, nasal septal mucosa, autogenous conjunctiva, and tarsus with conjunctiva have been used. Ideally, it is wise to replace like for like. Unfortunately, except for small defects, autogenous conjunctiva is limited by availability. Oral mucosal grafts are used in two forms: 1. Oral mucous membrane grafting (MMG). 2. Minor salivary gland grafting (MSGG) for the treatment of severe dryness. Oral mucosa has multiple advantages: It has similar biological properties to the conjunctiva. The donor site is easily accessible and universally available. Obtaining donor tissue is technically easy. Obtaining tissue is cheap. Repeat harvesting is possible. Complications are few. It is an autograft avoiding the risks of allogeneic grafts. In 1912, Denig first described the use of mucous membrane for lime burns; later, mucous membrane grafts were used by Weeks for the correction of trichiasis and symblepharon. The mucous membrane acts as a scaffold for the proliferation of growing epithelial cells. The membrane does not contain the goblet cells which are present in the conjunctiva. Hence it does not help in treating dry eyes unless transplanted with minor salivary glands. Moreover, in patients with concurrent limbal stem cell deficiency of more than 3-4 clock hours, a limbal stem cell transplant procedure should be performed in the same sitting. The oral mucosal membrane is rich in elastin, making it resistant to shearing and compression, and being highly vascular, and the graft can be easily taken up. It is histo-compatible and has minimal contraction in the transplanted site. Indications for the use of mucous membrane grafts in Ophthalmology include the following: After removal of pterygia. Repair of contracted anophthalmic sockets. Globe surface and fornix reconstruction after tumor resection. Deformities of the eyelids (cicatricial entropion, keratinization of the eyelid margin after chemical burns, or Stevens-Johnson syndrome). Repair of erosions over glaucoma drainage devices. Repair over scleral buckle exposure. Support of keratoprosthesis associated with corneal melt. Formation of the lining during conjunctivodacryocystorhinostomy or dacryocystorhinostomy.",2026,,,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; membrane; construct; limbal; limbal stem; epithelial cell; rat,Add to core candidate,Exclude/background,General mucous membrane graft background; not primary biomaterial benchmarking.
PUBMED_0458,34443612,Silver Nanoparticles Using Eucalyptus or Willow Extracts (AgNPs) as Contact Lens Hydrogel Components to Reduce the Risk of Microbial Infection.,"Eucalyptus leaves (ELE) and willow bark (WBE) extracts were utilized towards the formation of silver nanoparticles (AgNPs(ELE), AgNPs(WBE)). AgNPs(ELE) and AgNPs(WBE) were dispersed in polymer hydrogels to create pHEMA@AgNPs(ELE)_2 and pHEMA@AgNPs(WBE)_2 using hydroxyethyl-methacrylate (HEMA). The materials were characterized in a solid state by X-ray fluorescence (XRF) spectroscopy, X-ray powder diffraction analysis (XRPD), thermogravimetric differential thermal analysis (TG-DTA), differential scanning calorimetry (DTG/DSC) and attenuated total reflection spectroscopy (ATR-FTIR) and ultraviolet visible (UV-vis) spectroscopy in solution. The antimicrobial potential of the materials was investigated against the Gram-negative bacterial strain Pseudomonas aeruginosa (P. aeruginosa) and the Gram-positive bacterial strain of the genus Staphylococcus epidermidis (S. epidermidis) and Staphylococcus aureus (S. aureus), which are involved in microbial keratitis. The percentage of bacterial viability of P. aeruginosa and S. epidermidis upon their incubation over the pHEMA@AgNPs(ELE)_2 discs is interestingly low (28.3 and 6.8% respectively), while the inhibition zones (IZ) formed are 12.3 ± 1.7 and 13.2 ± 1.2 mm, respectively. No in vitro toxicity of this material towards human corneal epithelial cells (HCEC) was detected. Despite its low performance against S. aureus, pHEMA@AgNPs(ELE)_2 could be an efficient candidate towards the development of contact lenses that reduces microbial infection risk.",2021,"Molecules (Basel, Switzerland)",10.3390/molecules26165022,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; contact lens; corneal epithelial; epithelial cell; rat,Add to core candidate,Exclude/background,Contact lens antimicrobial hydrogel component study; not epithelial/limbal reconstruction.
PUBMED_0459,34446144,A Novel Indomethacin-Tripeptide Hydrogel for Inhibiting Ocular Inflammation.,"A highly efficient method for constructing indomethacin-peptide conjugates was developed using the natural amino acid tyrosine (Y) as the anchor for indomethacin (Idm). With pH = 6, Idm-YEE conjugate self-assembled in a low critical micelle concentration (CMC, 0.037 mg/mL) and formed a transparent hydrogel (0.4 wt%). The formed Idm-YEE hydrogel presented sustained drug release of indomethacin with a maximum of 40% during first 24 hours, which was superior to the reported Idm-containing supramolecular hydrogel systems. As kept at 4 °C, the Idm-YEE hydrogel showed good storage stability up to 30 days without obvious hydrolysis. As shown by MTT assay, the Idm-YEE hydrogel exhibited good cell compatibility against retinal pigment epithelial cells (ARPE-19) and Human corneal epithelial cells (HCEC). Ocular irritation test (i.e., clinical observations, fluorescein staining and H&E histological analysis) results showed good integrity of corneal architecture and no edema after Idm-YEE hydrogel treatment, which proved its good ocular biocompatibility. Besides, the LPS-stimulated levels of key inflammatory mediators, including NO, PGE₂ and IL-6, were greatly reduced by Idm-YEE hydrogel even in a low concentration (50 μM) in Raw264.7 cells, which indicated its comparable in vitro anti-inflammatory activity to indomethacin. Furthermore, the therapeutic efficacy of Idm-YEE hydrogel was evaluated in endotoxin-induced uveitis (EIU) rabbit model. By treating with dm-YEE hydrogel, the rabbit eyes had significantly lowered inflammation and exudation in the anterior chamber. The results of histological analysis, clinical score, inflammatory cell counts, aqueous protein concentration and immunohistochemical staining also demonstrated its good in vivo therapeutic activity towards ocular inflammation. Therefore, with good ocular biocompatibility and comparable anti-inflammatory effect towards ocular inflammation, the novel indomethacin-tripeptide hydrogel (Idm-YEE) developed in this work provides a potential treatment for anterior uveitis.",2021,Journal of biomedical nanotechnology,10.1166/jbn.2021.3118,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; construct; corneal epithelial; epithelial cell; rabbit; rat; in vivo,Add to core candidate,Manual check,"Likely relevant, but reconstruction/regeneration signal is not strong enough for automatic addition."
PUBMED_0465,34515678,Anterior Segment Organ Culture Platform for Tracking Open Globe Injuries and Therapeutic Performance.,"Open globe injuries have poor visual outcomes, often resulting in permanent loss of vision. This is partly due to an extended delay between injury and medical intervention in rural environments and military medicine applications where ophthalmic care is not readily available. Untreated injuries are susceptible to infection after the eye has lost its watertight seal, as well as loss of tissue viability due to intraocular hypotension. Therapeutics to temporarily seal open globe injuries, if properly developed, may be able to restore intraocular pressure and prevent infection until proper ophthalmic care is possible. To facilitate product development, detailed here is the use of an anterior segment organ culture open globe injury platform for tracking therapeutic performance for at least 72 h post-injury. Porcine anterior segment tissue can be maintained in custom-designed organ culture dishes and held at physiological intraocular pressure. Puncture injuries can be created with a pneumatic-powered system capable of generating injury sizes up to 4.5 mm in diameter, similar to military-relevant injury sizes. Loss of intraocular pressure can be observed for 72 h post-injury confirming proper injury induction and loss of the eye's watertight seal. Therapeutic performance can be tracked by application to the eye after injury induction and then tracking intraocular pressure for multiple days. Further, the anterior segment injury model is applicable to widely used methods for functionally and biologically tracking anterior segment physiology, such as assessing transparency, ocular mechanics, corneal epithelium health, and tissue viability. Overall, the method described here is a necessary next step toward developing biomaterial therapeutics for temporarily sealing open globe injuries when ophthalmic care is not readily available.",2021,Journal of visualized experiments : JoVE,10.3791/62649,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,corneal epithelium; transparency; rat; porcine,Add to core candidate,Exclude/background,Ocular inflammation hydrogel drug-delivery study; not tissue engineering.
PUBMED_0470,34552942,Allogeneic Cultivated Limbal Epithelial Sheet Transplantation in Reconstruction of Conjunctival Sac After Chemical and Thermal Burns.,"The study aims to evaluate the effect of allogeneic cultivated limbal epithelial cell sheet transplantation (CLET) in reconstructing conjunctival sac for severe symblepharon after chemical and thermal burns. A retrospective, non-comparative case series. Thirty-six eyes (36 patients) underwent CLET for severe symblepharon and conjunctival sac stenosis or atresia. Symblepharon was separated, and pseudopterygium was preserved to replace the palpebral conjunctiva. Allogeneic cultivated limbal epithelial cell sheet using human amniotic membrane as a carrier was transplanted into the recipient's eye to reconstruct the conjunctival sac. The effect of conjunctival sac reconstruction, eye and eyelid movement, ocular surface restitution, and symblepharon recurrence were analyzed after surgery. Symblepharon was completely relieved in 30 of the 36 eyes (83.3%) by a single surgical procedure, with fornix reconstruction, as well as free movement of eye globe and eyelids. Strip-like symblepharon remained in 6 eyes (16.7%) and was completely relieved after the second CLET. Twenty patients without visual function received prostheses 3 months after surgery and the other sixteen patients underwent different corneal transplantation for visual acuity improvement. During the follow-up period, no one had symblepharon recurrence. The transplantation of cultivated allogeneic limbal epithelial sheets offers an effective and safe alternative in the treatment of symblepharon and reconstruction of conjunctival sac in eyes with severe ocular burns, which lays the foundation for subsequent treatments.",2021,Frontiers in medicine,10.3389/fmed.2021.697264,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,carrier; membrane; sheet; limbal; ocular surface; epithelial cell; rat; transplantation,Add to core candidate,Exclude/background,Clinical conjunctival sac reconstruction; relevant background but not core corneal epithelium biomaterial benchmark.
PUBMED_0472,34568299,Mechanotransduction Regulates Reprogramming Enhancement in Adherent 3D Keratocyte Cultures.,"Suspended spheroid culture using ultralow attachment plates (ULAPs) is reported to effect corneal fibroblast reprogramming. Polydimethylsiloxane (PDMS), with hydrophobic and soft substrate properties, facilitates adherent spheroid formation that promotes cellular physical reprogramming into stem-like cells without using transcription factors. However, it is still unknown whether the biophysical properties of PDMS have the same effect on adult human corneal keratocyte reprogramming. Here, PDMS and essential 8 (E8) medium were utilized to culture keratocyte spheroids and fibroblast spheroids, and the reprogramming results were compared. We provide insights into the probable mechanisms of the PDMS effect on spheroids. qPCR analysis showed that the expression of some stem cell marker genes (OCT4, NANOG, SOX2, KLF4, CMYC, ABCG2 and PAX6) was significantly greater in keratocyte spheroids than in fibroblast spheroids. The endogenous level of stemness transcription factors (OCT4, NANOG, SOX2, KLF4 and CMYC) was higher in keratocytes than in fibroblasts. Immunofluorescence staining revealed Klf4, Nanog, Sox2, ABCG2 and Pax6 were positively stained in adherent 3D spheroids but weakly or negatively stained in adherent 2D cells. Furthermore, OCT4, NANOG, SOX2, KLF4, HNK1, ABCG2 and PAX6 gene expression was significantly higher in adherent 3D spheroids than in adherent 2D cells. Meanwhile, SOX2, ABCG2 and PAX6 were more upregulated in adherent 3D spheroids than in suspended 3D spheroids. The RNA-seq analysis suggested that regulation of the actin cytoskeleton, TGFβ/BMP and HIF-1 signaling pathways induced changes in mechanotransduction, the mesenchymal-to-epithelial transition and hypoxia, which might be responsible for the effect of PDMS on facilitating reprogramming. In conclusion, compared to corneal fibroblasts, keratocytes were more susceptible to reprogramming due to higher levels of endogenous stemness transcription factors. Spheroid culture of keratocytes using PDMS had a positive impact on promoting the expression of some stem cell markers. PDMS, as a substrate to form spheroids, was better able to promote reprogramming than ULAPs. These results indicated that the physiological cells and culture conditions herein enhance reprogramming. Therefore, adherent spheroid culture of keratocytes using PDMS is a promising strategy to more safely promote reprogramming, suggesting its potential application for developing clinical implants in tissue engineering and regenerative medicine.",2021,Frontiers in bioengineering and biotechnology,10.3389/fbioe.2021.709488,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; abcg2; rat; clinical,Add to core candidate,Exclude/background,Keratocyte mechanotransduction; wrong layer for epithelium/limbus core.
PUBMED_0507,35006734,Tuning Electrospun Substrate Stiffness for the Fabrication of a Biomimetic Amniotic Membrane Substitute for Corneal Healing.,"Corneal blindness is the fourth most common cause of vision impairment worldwide with a high incidence in global south countries. A recently developed surgical technique for treating corneal blindness is simple limbal epithelial transplantation (SLET), which uses small pieces of healthy limbal tissue (limbal explants) delivered to the damaged eye using the human amniotic membrane (AM) as a carrier. SLET relies on the use of tissue banks for the AM that reduces the availability of the technique. Replacing the AM with a synthetic membrane is key to making SLET more accessible to those who need it. Previous research has demonstrated the suitability of electrospun poly(lactide-co-glycolide) (PLGA) scaffolds as AM substitutes, and here, we report how these membranes can be tailored to mimic fundamental AM mechanical properties. To modify the stiffness of PLGA electrospun membranes, we explored different electrospinning solvent systems (1,1,1,3,3,3,-hexafluoroisopropanol (HFIP), dichloromethane (DCM), chloroform, and N,N-dimethylformamide (DMF)) and the use of plasticizers (PEG(400) and glycerol). PEG(400) was found to reduce stiffness from 60 MPa to around 4 MPa, approaching the values shown by the native AM. The biocompatibility of membranes with and without PEG(400) was found to be comparable, and cell outgrowth from rabbit/porcine explants was successfully observed on the materials after 3 weeks. This research underpins the manufacture of next-generation fibrous biomimetic membranes that will ultimately be used as amniotic membrane substitutes for biomedical applications including SLET.",2021,ACS applied bio materials,10.1021/acsabm.1c00436,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; carrier; substrate; limbal; rabbit; rat; porcine,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
